Date,User,Tweet
2022-08-30 17:24:17+00:00,MsAlliance,@10DowningStreet @Wessex_Internet Did you actually do this? Or are you taking the credit for someone else’s work? What about inflation? The energy crisis? The cost of living crisis? Brexit? Northern Ireland? Or don’t you consider those your priorities? Total fraud.
2022-08-27 19:57:00+00:00,VaticanNews,"Irish Church leaders express their deep concern over the social impact of the soaring of prices, and urge authorities in #Ireland and #NorthernIreland to deliver a “more practical support” to those most affected by the energy crisis.
https://t.co/t9cbCzMnvS"
2022-08-27 08:40:27+00:00,WyldWyllye,@MajorTruscott Use your influence then. Solve some problems. Feed the nation. Bolster the economy. Improve international relations. Solve the energy crisis. Stabilise Northern Ireland. Do something! If you have Damming the left for offering solutions is petty. DO SOMETHING! Do something useful!
2022-08-26 19:38:02+00:00,LouisHenwood,"Liz Truss wants to have a trade war, a diplomatic row with the United States and trouble in Northern Ireland on top of a cost of living and energy crisis

#ToryCostOfLivingCrisis 
https://t.co/iJ42Nvjygd"
2022-08-25 20:53:53+00:00,nealerichmond,"There is a real war in Europe, a cost or living crisis, a looming energy crisis and desperate desire for some stability in Northern Ireland. /12"
2022-08-24 19:08:45+00:00,RobertColvinUUP,"Economy Minister's written statement is a lot of nothing - Mike Nesbitt MLA, @uuponline Economy Spokesperson, has labelled the Economy Minister`s Written Statement to the Northern Ireland Assembly about the Global Energy Crisis as a lot of nothing.
 https://t.co/0GuREzQD2c"
2022-08-17 18:29:03+00:00,news42,Liz Truss announces solution to energy crisis after hearing about Northern Ireland power-sharing agreement
2022-08-16 17:56:01+00:00,JonathanBrash,"From someone who has no plan for the energy crisis, Northern Ireland, the NHS, crime reduction, reducing child poverty, rebalancing our economy and on and on … this 👇👇👇 is bloody rich."
2022-08-15 11:12:05+00:00,upasakabala,"#BorisJohnson #Conservatives Senior Tory defends Johnson for taking second holiday amid energy crisis: Former Northern Ireland secretary rejects accusation PM has ‘thrown in the towel’ during caretaker role

 * Politics live: latest updates

A senior… https://t.co/Os4CfRQEuy"
2022-08-09 23:15:12+00:00,DJ_Timboy,"The UK is utterly falling apart. Northern Ireland is also yet again without a government to help us as we face this energy crisis and cost of living not to mention brexit shit still ongoing, but there is no where to go. I really hope this can be fixed soon."
2022-08-07 09:20:37+00:00,Whistletunes,"People are struggling while @duponline are happy to take their pay while ignoring the acute distress caused by the energy crisis.
 RTE news : Protest over rising energy costs in Northern Ireland

https://t.co/lmIN4NveD6"
2022-07-29 14:17:45+00:00,TomSmyt69476587,@irish_news Jamie the public have a right to know who is paying you and how much as this energy crisis appears not to affect you unlike the rest of the population of Northern Ireland.
2022-07-27 11:22:30+00:00,strange_geoff,"@helenmallam Given the perfect storm brewing with Scotland &amp; Indy Ref2, Northern Ireland &amp; United Ireland, General Strike, Energy crisis, Levelling Up cancelled, Covid Inquiry, Lebedev Inquiry, Ukraine plus potential Pandemic 2.0, I give her 6 months and she's gone. Platitudes are not enough"
2022-07-20 07:14:35+00:00,allanmunro36,"@LiamFox @EamonnHolmes @IsabelWebster_ @GBNEWS @RishiSunak After 12 yrs of Tory Gov't- more foodbanks,inflation 9.6%,energy crisis and no energy security strategy, no effective PM or Gov't,rail strikes,Nat Debt £2.3trillion 95.6% of GDP,Universal Credit cuts,Northern Ireland Protocol Tories breaking international agreements..etc etc.????"
2022-07-18 12:25:35+00:00,BigAlMercury,"The race to be PM. Only, a none woke, Brexit improver, non EU, Northern Ireland, problem sorter, NHS financial admin revue, oil crisis, household energy crisis, will be acceptable. If you, as PM think about straying from these problems, drop out now. We don’t need you !."
2022-07-07 11:24:54+00:00,beardedcrank,"Transformative true, but not necessarily in a good way (depending on your perspective). He leaves with high inflation, an energy crisis, war in Ukraine, Northern Ireland voting Sinn Fein, Scotland threatening a referendum, etc."
2022-07-07 10:56:05+00:00,mjlilj,"Borris needs to go now. Not in October!!! 

Sexual assaults

He's causing a constitutional crisis.

Get a deputy PM as caretaker and let him full the positions. Exams results are coming up. Energy crisis. Economy is a mess. There is a war and Northern Ireland Brexit mess."
2022-07-06 11:54:41+00:00,ZoomPianoTutor,"Both of these are positive scenarios.

The real danger scenario is a currency, trade, and energy crisis that leads to a lower standard of living, losing Scotland and northern Ireland, and being unable to afford their military so no more adventures overseas."
2022-07-02 09:32:43+00:00,JakeBac11188335,".. and Northern Ireland. Tory Westminster and London seems to be like the last days of Sodom. I'm out. Why you experience the backlash from Tory brexit, energy crisis, on and on #TorySleaze #ToryFascistDictatorship #ToryCorruption #ScottishIndependence2023 #ScottishIndependence"
2022-06-27 14:25:20+00:00,uuponline,"Today we met with the Utility Regulator for Northern Ireland at Parliament Buildings. 

We need to deal with the energy crisis at the same time as the problems caused by the protocol.

@johnstewartuup https://t.co/658PGzhK0M"
2022-06-27 04:45:41+00:00,malc2002,"@bolddigger52 Not unless he actually starts to make a difference, we need action &amp; not sound bites. What is he doing about:

Cost of living crisis
Immigration invasion
Energy crisis
Northern Ireland (Trigger article 16)
NHS crisis
Brexit - There’s so much more he could do

etc,etc 

🤷‍♂️🤷‍♂️"
2022-06-26 17:37:24+00:00,keithwi17923589,"@Lewiboro @mrjamesob Yes and how , energy crisis, food crisis, fuel crisis , NHS crisis, Northern Ireland critical crisis, General strike imminent, We're not respected by any other country , 5th richest country in the World and we have 11 % inflation and rising etc,YES, he got Brexit done, 😱🤦‍♂️🙄😡🤬"
2022-06-25 21:49:51+00:00,gwithiandaze,"@PippaCrerar Hey, Bunter! Instead of thinking about your imaginary ‘third term’ focus on solving the utter shambles you’ve created - rampant inflation, energy crisis, housing crisis, NHS crisis, record tax burden, Northern Ireland crisis, judicial crisis, strikes and No 10 crime spree"
2022-06-18 11:45:05+00:00,Outoftweet123,"@lucyallan Does it matter more than the energy crisis, cost of living crisis, mental health crisis, hospital crisis, stock market crisis, rail crisis, Northern Ireland Trade and Brexit Crisis, impending recession? 

It’s a photo op and he is running away from his responsibilities!"
2022-06-14 06:56:26+00:00,biscuit_42,"Just read through my TL. Destruction of the NHS and justice system, refugees to Rwanda, no justice for Grenfell survivors, PPE scandal, Northern Ireland Protocol, energy crisis, cost of living crisis, the Brexit disaster and still people in Taunton are saying they will vote"
2022-06-10 15:25:17+00:00,whitestrat69,"@NileGardiner @kevinjdriver60 @Nigel_Farage @GBNEWS Brexit has not been done, immigration policy is in crisis,
fishing has been sold out, again, Northern Ireland has effectively been annexed and the aggression of the EU throughout the energy crisis has been a revelation.
ThNey are no friend of Britain. A Hard Brexit NOW."
2022-06-09 08:07:01+00:00,ianmsmitchell,"@whatchidid Brilliant news! Great problem solving, want to have a go at Brexit / Northern Ireland protocol or the Energy Crisis?"
2022-06-07 08:11:37+00:00,pauldoleman,"@1brianmccarthy @DavidLammy Here’s a message of encouragement. I encourage Boris to stop the lies, law breaking, Northern Ireland jeopardy, economic idiocy, sleaze, greed and just leave office. Don’t forget to turn the lights off we have an energy crisis."
2022-06-06 18:46:30+00:00,CJGeorgeFRCS,"NOT TORY LIKE
Brexit done but unfinished Northern Ireland protocol still burning, Covid/lockdown/PPE dithering and people grievances,economy&amp;energy crisis, lack of integrity, honesty, transparency. Not got rewards of Brexit yet! https://t.co/kqKv0bxwye"
2022-06-06 15:36:05+00:00,CJGeorgeFRCS,"Brexit done but unfinished Northern Ireland protocol still burning, Covid/lockdown/PPE dithering and people grievances,economy&amp;energy crisis, lack of integrity, honesty, transparency. Not got rewards of Brexit"
2022-06-06 13:53:21+00:00,Brian39224781,"@Daily_Express He has faile on Brexit, Northern Ireland, Energy crisis, wnat me to go on"
2022-06-02 09:42:15+00:00,raycasey2003,"@SamanthaMalin Arlene Foster solved the energy crisis in the chicken sheds of Northern Ireland

#DUPOut #JohnsonOut129 #DisasterCapitalists"
2022-05-29 07:33:11+00:00,connoroconnor16,"@GBNEWS johns throws a titbit to the plebs whilst believing it will make up for the disasters of illegal immigration, northern Ireland and the energy crisis just go man your not up to the job."
2022-05-25 15:28:26+00:00,Mister_Woodo,"Deliver what? 

The worst inflation in two generations?
The worst energy crisis in forty years?
Threats to the stability of peace in Northern Ireland?
Dogshit trade deals that replace perfectly good ones we already had.

What are you shitheads actually delivering?"
2022-05-19 19:09:41+00:00,Jacko63788375,"All ills of the day,from brexit to energy crisis,unrest in northern Ireland to cost of living crisis,is down to a creed of greed."
2022-05-19 11:25:36+00:00,TomSmyt69476587,@carlalockhart @duponline @BrandonLewis @NIOgov Carla the difference from Scotland to Northern Ireland is that their member of their devolution are at work helping their voters cope with this energy crisis. So sit on your ass and pick up your fat pay packet while the people of Northern Ireland struggles to pay their bills.
2022-05-12 08:42:53+00:00,browsetm,"Once again Northern Ireland citizens are being held back by Blackmailing MLAs' refusing to form a working government and help resolve the health crisis, energy crisis and day-to-day cost of living here.https://t.co/kw19QiHf2o"
2022-05-11 13:17:29+00:00,TomSmyt69476587,@BenLowry2 @duponline Peter back then there was not an energy crisis with people struggling to survive.  The DUP cannot stay out of the executive during this crisis the only people they are harming is the people of Northern Ireland.
2022-05-10 09:10:53+00:00,JustTransitionW,"Liz Truss ‘preparing to tear up Northern Ireland protocol’
Are we not poor enough yet? Adding a trade war with Europe on top of the Energy crisis, inflation and Ukraine seems likely to trigger food riots if not revolution!  https://t.co/CxXJNDqLdL"
2022-05-09 21:21:22+00:00,PFE1204,"@PaulBrandITV @YouGov Ukraine, cost of living, energy crisis, Northern Ireland, ailing monarch, NHS waiting lists. Seriously. Who gives a toss about Kier’s curry?"
2022-05-09 15:36:27+00:00,TomSmyt69476587,@BelTel @J_Donaldson_MP People of Northern Ireland take to the streets to protest about the lack of help during this energy  crisis  that got nothing to do with the protocol.
2022-05-09 15:16:33+00:00,TomSmyt69476587,@BelfastLive The people of Northern Ireland will have to suffer due to this energy crisis while Napoleon Jeffery leaves us and goes to Westminster. Ihope all elwho voted DUP donstart to complain about the rising prices and no money on the table to help them
2022-05-07 08:47:10+00:00,Macerty,They demand NI politicians get back to work for the people of Northern Ireland and start working together to resolve the energy crisis and hospital waiting lists and stop making excuses that avoid fulfilling those primary objectives.
2022-05-03 10:32:56+00:00,TomSmyt69476587,"@News_Letter The biggest threat to Northern Ireland  health, education, and the energy crisis is the DUP refusal to go into the executive.  Northern Ireland cannot accept DUP MLA'S sitting on their asses while the whole structure of N Ireland crumbles  A vote for the DUP is a wasted vote"
2022-04-25 14:29:14+00:00,Chloe_Murray_,"Really enjoyed interviewing @mepat20 about @fuelpovertyni and the cost of living and energy crisis in Northern Ireland.

We could see a painful autumn/winter ahead if our politicians don’t act. ❄️"
2022-04-21 21:43:10+00:00,SteveAikenUUP,"Question of day in Ballyclare - with the food &amp; energy crisis growing worse by day, what possible benefit is there in pulling down assembly? - simple answer - none. #UlsterUnionist will put restoration of good government &amp; the people of Northern Ireland first"
2022-04-13 09:51:07+00:00,rachelwoods52,"Privileged to be part of the @fuelpovertyni #FPCHustings today at @TheMACBelfast on the energy crisis and deepening poverty crisis in Northern Ireland. 

THIS is one of the important issues of our society now and we must have a govt post May to deliver. https://t.co/dkMLpvgvWx"
2022-04-04 13:32:45+00:00,kayo_digital,"We are very proud to be supporting the charity National Energy Action (@NEA_UKCharity) and their digital requirements.😊

Due to the energy crisis, they’re working across England, Wales and Northern Ireland to ensure that everyone can afford to live in a warm and safe home.🏡⚡"
2022-03-29 10:02:04+00:00,insidehousing,"Housing fitness standards must improve in Northern Ireland amid energy crisis, charity warns https://t.co/8bnjOkxlhy #ukhousing https://t.co/Fs2W9Tx5WH"
2022-03-24 10:22:31+00:00,TomSmyt69476587,@News_Letter Jeffery you and the DUP are costing  the province millions of pounds by collapsing the executive and showing your Uncaring side to the people of Northern Ireland during this energy crisis.
2022-03-23 12:57:10+00:00,TLDRNewsUK,"2⃣ VAT relief on solar panels, heat pumps and insulation. This is reduced from 5% to 0%. Everyone is now eligible. This is to help with the energy crisis. 

Due to regulations in the N. Ireland Protocol, this will not apply in Northern Ireland. This will be raised w/ commission"
2022-03-22 17:02:14+00:00,TomSmyt69476587,"@J_Donaldson_MP @duponline Bullocks you couldn't even appoint a first minister to spend the £300 million  to ease the energy crisis on the people of Northern Ireland.  This is just a smoke screen trying to deceive the  people of NI that you care when we all know you don't, just after votes."
2022-03-22 15:50:52+00:00,TomSmyt69476587,@carlalockhart @duponline The DUP don't care for families in Northern Ireland or esle they would have appointed a First minister  during this energy crisis remember that when you place your vote in May. Don't trust the DUP or Jeffery Donaldson with your future.
2022-03-14 12:08:37+00:00,TomSmyt69476587,@moneillsf The DUP and Jeffery won't admit they wee wrong they rather see the people of Northern Ireland starve and freeze due to this energy crisis.
2022-03-13 18:40:00+00:00,TFishcheese,@BeattieDoug @JasC2022 Hello Doug. Would there be an appetite in Northern Ireland to harness nuclear and renewable energy to help deal with the energy crisis?
2022-03-13 14:42:52+00:00,TomSmyt69476587,@richardtgarland The protocol is not our problem at the moment it is the energy crisis DUP get your act together and listen to the people of Northern Ireland for a change.
2022-03-12 09:14:16+00:00,anywaymovingon,"Why have we made Ukraine vs Russia our primary focus? Help Ukraine for sure but this is not our war. We have so much crap that needs sorting out at home yet everyone is distracted by #UkraineRussia.

Energy Crisis Partygate NHS covid Higher Taxes Trade Brexit Northern Ireland."
2022-03-11 11:12:24+00:00,PeterPunton,"@GBNEWS He is not the prime minister of Ukraine, the problems people are facing ,
Energy crisis
Housing crises
Inflation 
Fuel costs 
Refugees 
NHS waiting lists
Northern Ireland border 
Meaning his popularity here is  falling."
2022-03-11 09:59:38+00:00,kd_tkellyd,I spoke this morning on @BBCgmu regarding living costs &amp; the energy crisis. I have said it before &amp; I will say it again that I will not stop until my voice has been heard &amp; the people of NI are looked after. Stormont need to act now! #CostOfLivingCrisis #NorthernIreland #actnow
2022-03-11 09:11:03+00:00,TomSmyt69476587,"@DownOrangeMan @Kelmba The majority  were against Brexit and the DUP didn't listen,  the majority are for the protocol but the DUP didn't listen.The people of Northern Ireland  want the executive back to deal with the energy crisis, again the DUP said no. The DUP aren't the only ones to say No in May"
2022-03-07 16:18:04+00:00,insidehousing,CIH Northern Ireland calls for action on retrofitting social homes amid energy crisis https://t.co/yASIZFadaz #ukhousing https://t.co/9kOLCoMOIn
2022-03-03 13:59:45+00:00,NEA_NIreland,This is awful news! 68% of households in Northern Ireland rely on oil to heat their homes! This continued energy crisis will only continue to push more and more people into #FuelPoverty and worsen the conditions many already struggle with.
2022-03-02 23:57:12+00:00,MarcWilliams22,"@Tim_Mc_Garry @JimAllister Poots talking about tv licensing whilst there’s war going on and energy crisis, couldn’t be more Northern Ireland."
2022-02-23 15:25:11+00:00,CarlsbergWhappy,"@News_Letter @JamieBrysonCPNI So you want people to unofficially strike andnot get paid during the worst inflation, energy crisis in 30 years. Never mind the brexit you want imposed on us to truly feck us all over. Do you really hate Northern Ireland that much??"
2022-02-17 15:30:51+00:00,robertb44619294,"Can Brexit nearly done Boris, make some meaningful statements ref,
Illegal immigrants ?
Northern Ireland protocol ?
Fishing ?
Fracking ?
Food crisis ?
Energy crisis ?
Oil ? …….Just a few ideas for you to ponder on Boris"
2022-02-16 21:10:48+00:00,Esme27r,"@TelBabe The electorate has been let down bigtime. Illegals, Northern Ireland, fishing industry and and an incomplete Brexit plus the self imposed energy crisis. Oh, nearly forgot, inflation to go through the roof by years end. All self inflicted but easily corrected by strong leadership"
2022-02-15 08:31:37+00:00,RyanMcAleerbiz,"Electricity supplier Bright becomes Northern Ireland's first casualty of energy crisis (via @irishnewsbiz)
 https://t.co/X6U347jvnn"
2022-02-15 07:00:00+00:00,irishnewsbiz,"Electricity supplier Bright becomes Northern Ireland's first casualty of energy crisis 

https://t.co/QLTdZm6Hj2"
2022-02-04 14:50:13+00:00,Margin4Error,"Northern Ireland is in political turmoil.

NATO is facing war with Russia.

An energy crisis is destroying homes.

And the Tories are rearranging deckchairs instead of sacking the clown who keeps screwing up."
2022-02-04 10:44:13+00:00,stuartandrew_mp,"Rapid fire exits from No10 seems to have generated plenty of helpful newspaper copy. 

Glad nobody noticed the £££s spaffed away on PPE, the energy crisis or imminent NI rise. Not to mention the Brexit implosion in Northern Ireland. 

Big dog might be saved yet. 

#ToryBritain"
2022-02-03 22:54:16+00:00,FJB19,"Inflation heading for 8%, energy crisis hitting household incomes, strife in Northern Ireland and a new Cold War underway, we are heading back to the seventies."
2022-02-03 18:47:34+00:00,normanbluecoll1,"A discredited Prime Minister

A Tory plot to ditch him

An energy crisis for millions

An Economic crisis

A phoney war with Russia

A border crisis in Northern Ireland

If Labour can't land a knockout punch on the Conservatives with all this going on they never will"
2022-01-28 21:48:59+00:00,27476b54549e462,"Sort out....

Illegal Immigration 

Housing 

Crime 

Energy Crisis 

EU to fuck off over Northern Ireland 🇮🇪 

And as far as I'm concerned.....

PM Johnson can have his cake....and eat it"
2022-01-26 12:49:52+00:00,ScowlingCat,"... Rising costs of household goods, Northern Ireland border, imminent energy crisis... and an arrogance bordering on myth regarding vaccines. Yes...an absolutely resounding success that blowjob has presided over. Makes you think that the obvious cure for Covid was to get pissed!"
2022-01-14 19:27:33+00:00,antapaws1,"@10agapanthus I do not support Boris because he personally has let our borders die a slow death,  failed the energy crisis, PPE and T&amp;T contacts for friends, Fishing our whole coastal community failed and Northern Ireland, any good things I would listen but I hear none just background noise."
2022-01-14 14:40:51+00:00,antapaws1,"If elected as PM John Redwood would sort the energy crisis, The Dinghy invaders, Fishing and Northern Ireland within a month. 👍"
2022-01-12 15:14:50+00:00,cahardinge,"Well done Labour! Don’t worry about energy crisis, illegal immigration, Northern Ireland Protocol, Russia on the move, China just concentrate on the “parties”. #whatopposition"
2022-01-02 11:58:03+00:00,AgainBraine,"@danielmgmoylan @june_mummery @BorisJohnson Avoid knighting Blair
Stop illegal immigration
Recover Northern Ireland
Abolish devolved parliaments
Make all British groups 'protected'
Cease kowtowing to Pfizer/China
Fix energy crisis
Abandon climate change mirage
Build nuclear and Navy
Restore law/police
Eschew woke bollocks"
